Domain EMO,Poverty status by age,acs_5yr_2024_B17020.csv + race variants (A/B/D/H/I),"Age bands: 60–74 (_007), 75–84 (_008), 85+ (_009). ?? No clean 65+ break in this table.","All maps — poverty overlay; 2.1 safety-net, 3.3 senior poverty",Use 75+ rate for tract-level map. Cite Furman's 40.2% as the 65+ headline in narrative only.,In library
Domain EMO,Relationship for 65+ population,acs_5yr_2024_B09020.csv,"Cells for living alone, 65+",3.3 senior economic security,39% of CB3 seniors live alone. Supplemental background for senior domain maps.,Acquire
Domain EMO,LEP household share,acs_5yr_2024_C16002.csv,(C16002_004E+_007E+_010E+_013E) / C16002_001E,All maps — LEP household overlay; 8.1 language access,Within-CB3 spread: 0.6%–50.6% (84×). District average ~28%.,In library
,,,,,,
,,,,,,
DOMAIN 1 — HOUSING & AFFORDABILITY,,,,,,
Domain,Analysis / Metric,Primary Data File(s),Key Field / Filter,Used in Analysis,Notes,Acquisition Status
Domain 1,Severe rent burden by tract,acs_5yr_2024_B25070.csv,B25070_010E / (B25070_001E ? B25070_011E),1.1 Rent burden & overcrowding,Severe burden (?50%) = 25.2% of CB3 renters. Within-CB3 spread ~4×.,In library
Domain 1,Crowded households by tract,acs_5yr_2024_B25014.csv,Sum >1 person/room cells (owner + renter),1.1 Rent burden & overcrowding,Overcrowding = 9.7% of CB3 households. 4× spread by tract.,In library
Domain 1,Rent burden by income band,acs_5yr_2024_B25074.csv,Cross-tab of rent burden × income band,1.1 Rent burden & overcrowding,Shows burden concentration in $20K–$50K income range.,In library
Domain 1,Tenure (owner vs. renter) by race,acs_5yr_2024_B25003.csv + race variants (A/B/D/H/I),"B25003_001E (total), _002E (owner), _003E (renter); race variants same structure",1.1 Rent burden; 1.5 Evictions,"80.6% renter-occupied. Black, Hispanic households 94–100% renters; White 76.5%. 17pp homeownership gap.",In library
Domain 1,Subsidized housing at risk of expiration — by subsidy type,"FC_SHD_subsidy_analysis_20250513.csv
FC_SHD_bbl_analysis_20250513.csv","cd_id=CB3; color by earliest end_date; subsidy type from prog_* flags (prog_nycha_ph, prog_lihtc4/9, prog_proj8, prog_202_8, etc.)",1.4 Subsidized housing by type & expiration,"303 BBLs / 32,630 units. 1,036 units expiring 2025–2030; 2,754 expiring 2031–2040. Data dicts: FC_SHD_*_data_dictionary files.",In library
Domain 1,Supportive housing sites,"NYC DSS/OSH Supportive Housing (OpenData)
FC_SHD_subsidy_analysis_20250513.csv (supplemental)",Point locations; unit count; population served,New — 1.x Supportive housing,Furman SHD supportive housing flag is in library as proxy. Primary DSS OpenData file needs to be acquired.,Partial
Domain 1,New affordable housing construction by AMI,FC_SHD_subsidy_analysis_20250513.csv,Filter: start_date ? 2018; AMI band from sub_subsidy_name,1.6 AMI mismatch; 1.7 New construction geography,Only 6 of 31 CB3 tracts have new construction. 0–30% AMI = only 11–16% of new studio/1-BR supply.,In library
Domain 1,HPD affordable housing projects (LL44),"NYC HPD Local Law 44 — Projects
NYC HPD Local Law 44 — Unit Income/Rent",Filter: CB3 geography; senior population type for senior-unit filter; AMI band for 1.6,1.6 AMI mismatch; 1.7 New construction; Senior housing sub-analysis,City-financed projects since 2013. Use for senior-targeted unit count and AMI targeting by unit type.,Acquire
Domain 1,Housing maintenance code violations,"Housing_Maintenance_Code_Violations_20260504.csv
HRAOCJTenantLegalServicesProviders.pdf","ViolationStatus='Open', Class in ['B','C']; aggregate to CensusTract",1.x Housing quality,Pre-filtered to CB3. Tenant legal services point overlay: addresses require manual compilation from PDF (no CB3 offices confirmed).,In library
Domain 1,Evictions — filings trend,Furman CD eviction-filings trend file (May 2025),CB3 private eviction filings 2010–2024,1.5 Evictions,"Use for trend line only (2010 peak: 2,124 filings; 2024: 1,090). Pair with OpenData executed evictions for current counts.",In library
Domain 1,Evictions — executed (marshals),Evictions_20260420.csv,Geocode address to tract; join tenure (B25003) and race variants,1.5 Evictions,Actually-executed evictions. NYC city data — priority over Furman for executed counts.,In library
Domain 1,NYCHA facilities,NYCHA_Facilities_and_Service_Centers_20260420.csv,Filter: Community Board==3.0,1.4 Subsidized housing; 1.7 new construction context; 6.2 flood risk overlay,"NYCHA = ~14,900 units in CB3 (per DNS). Also used in Environment domain for flood zone overlay.",In library
Domain 1,Senior housing access — walk-up buildings,"NYC DCP MapPLUTO (Elevator field)
NYC HPD BIS elevator inspection records (OpenData)",MapPLUTO: Elevator field (Y/N); BIS: elevator status by BIN; join by BBL/BIN,New — Senior housing sub-analysis,Flag data quality caveats for older buildings. MapPLUTO is in library; HPD BIS elevator records need to be acquired.,Partial
Domain 1,Senior housing access — senior-targeted affordable units,"FC_SHD_subsidy_analysis_20250513.csv
NYC HPD Local Law 44 — Unit Income/Rent",Filter: prog_202_8 or prog_prac_202 (Furman); senior population type field (LL44),New — Senior housing sub-analysis,HUD Section 202 and HPD senior-targeted units. Furman SHD flags in library; LL44 needs to be acquired.,Partial
Domain 1,Housing-related health conditions,"DOHMH_Indoor_Environmental_Complaints (OpenData, April 2026)
NYCHA Code Violations (OpenData, 2024)
2022-chp-pud.xlsx","Indoor env: Borough=MANHATTAN, Community Board=3; NYCHA violations: CB3 filter; CHP: survey-based rates",5.2 Housing-related health (also used in Health domain),"3,469 CB3 indoor env complaint records 2010–2026. 2,782 NYCHA code violation records. ?? 311 reporting bias: East Village generates 48% of complaints despite similar actual conditions across NTAs. CHP 2022 used for narrative cross-validation only.",In library
,,,,,,
,,,,,,
DOMAIN 2 — ECONOMIC SECURITY & FOOD,,,,,,
Domain,Analysis / Metric,Primary Data File(s),Key Field / Filter,Used in Analysis,Notes,Acquisition Status
Domain 2,"Safety-net reliance (Medicaid, SNAP, Cash Assistance)","District_Resource_Statement_DRS_20260420.csv
acs_5yr_2024_B17020.csv",DRS: Medicaid + SNAP + Cash Assistance columns (CD-level); B17020: poverty by tract,2.1 Safety-net reliance,DRS provides CD-level cross-district context only — not tract-level. ACS B17020 provides within-CB3 variation.,In library
Domain 2,Labor market: unemployment rate by tract,acs_5yr_2024_B23025.csv,B23025_005E / B23025_003E (unemployment rate = unemployed ÷ civilian labor force),New — 2.4 Unemployment & wages,NEW acquisition needed. Expected within-CB3 range: ~3–4% in East Village tracts to 12–18% in LES/Chinatown tracts.,Acquire
Domain 2,Labor market: median earnings by race,acs_5yr_2024_B20002.csv + race variants (B20002A/B/D/H/I),"B20002_001E (all workers); race variants same structure. A=White, B=Black, D=Asian, H=White-NH, I=Hispanic",New — 2.4 Unemployment & wages,NEW acquisition needed. Race-disaggregated earnings is a potential strong racial equity finding.,Acquire
Domain 2,Food insecurity by tract + emergency food providers,"PLACES__Census_Tract_Data_GIS_Friendly_Format_2025_release_20260504.csv
Emergency_Food_Supply_Gap_20260420.csv",PLACES: FOODINSECU_CrudePrev (choropleth); Supply Gap: provider lat/lon (points),2.2 Food insecurity,PLACES pre-filtered to Manhattan. NTA food insecurity ranks: Chinatown–Two Bridges rank 8/191; East Village rank 118/191. Data dict: Supply_Gap_Open_Data_Data_Dictionary.xlsx.,In library
Domain 2,Utility shutoff risk by tract,PLACES__Census_Tract_Data_GIS_Friendly_Format_2025_release_20260504.csv,SHUTUTILITY_CrudePrev,2.3 Utility shutoff risk,Same PLACES file as food insecurity. Within-CB3 range: 3.6%–24.5% (6.8× ratio).,In library
,,,,,,
,,,,,,
DOMAIN 3 — SENIORS,,,,,,
Domain,Analysis / Metric,Primary Data File(s),Key Field / Filter,Used in Analysis,Notes,Acquisition Status
Domain 3,Senior service supply — OACs and NORCs,"List_of_NYC_Aging_Providers_with_Sites_Open_to_the_Public_20260420.csv
CB3 FY2027 DNS Appendix (authoritative count)",Filter: Community District == 103; Site Type field (OAC vs. NORC),3.1 Senior service supply,DNS authoritative: 13 OACs + 8 NORCs + 1 Designated Neighborhood NORC. 21 total sites per NYC Aging Providers file. Data dict: …_Data_Dictionary.xlsx.,In library
Domain 3,HRSA Federally Qualified Health Centers,HealthCenters04292026.xlsx,Sheet2: lat/lon; filter to ZIPs 10002/10003/10009/10038,3.1 Senior service supply overlay; 5.4 asthma; 5.5 health access; New — 5.6 diabetes,18 FQHC sites by 9 organizations in CB3 ZIPs. DNS counts 7 'centers' (organizations); 18 is the site count. DUPLICATE also in Health domain.,In library
Domain 3,Senior pedestrian crashes,"Motor_Vehicle_Collisions__Crashes_20260429.csv
Motor_Vehicle_Collisions__Person_20260428.csv","Join on COLLISION_ID; filter ZIP in {10002,10003,10009,10038}, 2024–2025, PERSON_TYPE='Pedestrian', PERSON_AGE ? 65",3.2 Senior pedestrian safety,"77 senior pedestrian incidents; 4 killed, 73 injured. 44% of CB3 pedestrian fatalities are seniors (19.7% of population).",In library
Domain 3,Vision Zero Safe Streets for Seniors boundaries,Vision Zero SSS area boundaries (project file),SSS program area polygons,3.2 Senior pedestrian safety,Overlay on crash map to show program coverage vs. incident concentration.,In library
Domain 3,Senior poverty by race — 4-panel small multiple,acs_5yr_2024_B17020.csv + race variants (A/B/D/H/I),Race variants B17020A–I; 75+ rate = (_008E + _009E) / denominator,3.3 Senior economic security,?? Age bands are 60–74 / 75–84 / 85+ — no clean 65+ cut. Use 75+ rate for map. Asian 75+ poverty = 48.6% (1.9× White-NH rate of 25.6%). Cite Furman's 40.2% as 65+ headline in narrative.,In library
Domain 3,CB3 Mental Health Provider Directory,CB3mentalhealthsurveydirectory2023.pdf,21 location addresses across 16 organizations — manual geocode to points,3.1 Senior services overlay; 5.5 Mental health & FQHC access,"2023 vintage — flag recency limitation. Key providers: Charles B. Wang, Henry Street Settlement, Educational Alliance, Hamilton-Madison House, Project Renewal. DUPLICATE also in Health domain.",In library
Domain 3,Furman Subsidized Housing DB — senior housing filter,FC_SHD_subsidy_analysis_20250513.csv,Filter: prog_202_8 or prog_prac_202 (HUD 202 / PRAC 202 senior housing),New — Senior housing sub-analysis; also 1.4,Furman SHD senior program flags are in library as proxy for senior-targeted unit count. DUPLICATE from Housing domain.,In library
Domain 3,HPD Local Law 44 — senior-targeted unit filter,NYC HPD Local Law 44 — Unit Income/Rent (OpenData),Filter: population type = 'Elderly',New — Senior housing sub-analysis; also 1.6,City-financed senior-targeted affordable units. Needs to be acquired. DUPLICATE from Housing domain.,Acquire
Domain 3,Walk-up buildings (elevator status),"NYC DCP MapPLUTO (Elevator field)
NYC HPD BIS elevator inspection records (OpenData)",MapPLUTO: Elevator field (Y/N); BIS: join by BIN,New — Senior housing sub-analysis; also 1.x,Flag data quality caveats for older buildings. MapPLUTO is in library; BIS elevator records need to be acquired. DUPLICATE from Housing domain.,Partial
Domain 3,ACS age × language × English proficiency,acs_5yr_2024_B16004.csv,65+ Asian/Pacific LEP cells: _062E + _063E (and parallel cells for other language groups),3.3 Senior economic security (LEP context); 5.5 Mental health (senior LEP overlay); 8.2 Senior LEP,52.4% of CB3 seniors are LEP; 95% of Asian/Pacific language-speaking seniors are LEP. DUPLICATE in Health and Language Access domains.,In library
Domain 3,Pratt CB3 Housing Needs Analysis,Pratt Center Housing Needs Analysis (June 2025),CB3-validated headline statistics — narrative use only,3.3 Senior economic security (housing burden); 1.6 AMI mismatch,58% of CB3 older-adult households earn <$29K/yr; 41% of rent-burdened households are seniors. CB3-validated — do not recompute from ACS.,In library
,,,,,,
,,,,,,
DOMAIN 4 — EDUCATION,,,,,,
Domain,Analysis / Metric,Primary Data File(s),Key Field / Filter,Used in Analysis,Notes,Acquisition Status
Domain 4,LCGMS School Locator,LCGMS_SchoolData_20260427_1424.xls,"School address, enrollment, grade range, enrollment type (zoned/choice/citywide/charter/transfer), governance; join key: DBN","4.1 PTA; 4.3 overcrowding; 4.4 childcare/PreK; 4.5 facilities; 4.6 after-school; New — IEP rates, school type",Master school file. All other DOE files join to LCGMS on DBN. Provides school type flags including District 75 designation.,In library
Domain 4,PTA financial reporting 2024–25,ptafinancialreporting20251126.xlsx,PTA total revenue ÷ enrollment (join LCGMS on DBN),4.1 PTA fundraising disparity,NEST+m raises 74% of all CB3 PTA dollars. 17 of 36 schools report $0 PTA revenue. Average poverty rate at $0 schools = 84%.,In library
Domain 4,Students in Temporary Housing 2025,2025studentsintemporaryhousingreport.xlsx,STH count and rate by school DBN,4.2 Students in temporary housing; also 1.3 (Housing domain),Most recent STH vintage. PS 134 East Broadway approaching 50% STH rate. DUPLICATE in Housing domain.,In library
Domain 4,DOE Enrollment Capacity & Utilization Reports,NYC DOE Enrollment Capacity & Utilization Reports (April 2026),Building utilization rate by school,4.3 School overcrowding & utilization,19 of 28 CB3 buildings underutilized; 1 overutilized (NEST+m at 111%). Range: PS 2 at 33% to NEST+m at 111%.,In library
Domain 4,IBO Barriers to Learning data + publication,"NYC IBO Barriers to Learning data file (2023–24 SY)
IBO Barriers to Learning publication (March 2025)","Building age, accessibility rating, AC coverage by school",4.3 School overcrowding; 4.5 School facilities equity,Avg CB3 building age: 85 yrs (NYC: 75 yrs). 6 of 28 buildings fully accessible (21.4% vs. 33% citywide). 0 of 28 have central AC.,In library
Domain 4,DOE Demographic Snapshot,"NYC DOE Demographic Snapshot (OpenData, annual)",% Students with Disabilities field by DBN,New — IEP rates (added as column in school-level exhibit),NEW acquisition needed. Join to LCGMS on DBN. District 75 flag already in LCGMS.,Acquire
Domain 4,DOE Directory of Public Schools,NYC DOE Directory of Public Schools (OpenData),"Enrollment type; governance type (charter, transfer, D75, etc.)",New — School enrollment type & governance,NEW acquisition needed. Layer added to existing school maps — not a standalone map. LCGMS is primary; this provides supplemental governance detail.,Acquire
Domain 4,Universal Pre-K / 3-K locations,"Universal_PreK_UPK_School_Locations_20260420.csv
acs_5yr_2024_B01001.csv",Filter: Community Board==3; seat capacity; ACS B01001 under-5 cells for population denominator,4.4 Childcare seats & preschool,"49 UPK sites, 1,823 seats in CB3. ?? UPK file does not distinguish 3-K from Pre-K — note this limitation.",In library
Domain 4,NYC ACS Child Care Programs (licensed/contracted),"NYC ACS Child Care Programs (OpenData, most recent)",Contracted vs. licensed slots; ages 0–5; lat/lon for geocoding,New — 4.4 Expanded city-funded childcare seats (0–5),NEW acquisition needed. Expands childcare analysis from Pre-K to full 0–5 range. Distinguishes city-contracted from privately licensed capacity.,Acquire
Domain 4,DYCD Program Sites,DYCD_Program_Sites_20260420.csv (or similar),Filter: Community Board == 'Manhattan CD 003'; capacity (slots),4.6 After-school program density; also 8.x public services context,"78 CB3 sites, 42,449 FY2025 slots. DUPLICATE in Public Services domain.",In library
Domain 4,NYCHA Facilities (education context),NYCHA_Facilities_and_Service_Centers_20260420.csv,Filter: Community Board==3.0,4.2 STH context; 4.6 after-school context,NYCHA development locations as context layer for school poverty/STH and after-school maps. DUPLICATE from Housing domain.,In library
,,,,,,
,,,,,,
DOMAIN 5 — HEALTH,,,,,,
Domain,Analysis / Metric,Primary Data File(s),Key Field / Filter,Used in Analysis,Notes,Acquisition Status
Domain 5,CDC PLACES — full tract-level dataset,PLACES__Census_Tract_Data_GIS_Friendly_Format_2025_release_20260504.csv,Multiple fields: GHLTH_CrudePrev (fair/poor health); ACCESS2_CrudePrev (uninsured); DIABETES_CrudePrev (diabetes); FOODINSECU_CrudePrev; SHUTUTILITY_CrudePrev,5.5 Fair/poor health; 5.5 Uninsured; New — 5.6 Diabetes; 2.2 Food insecurity; 2.3 Utility shutoff,Single file — pull all PLACES measures from here. Pre-filtered to Manhattan. 2025 release (BRFSS 2022 data).,In library
Domain 5,Heat Vulnerability Index,Heat_Vulnerability_Index_Rankings_20260420.csv,HVI by ZCTA; join to CB3 ZIPs 10002/10003/10009/10038,5.1 Heat vulnerability; also 6.x environment,ZIP-level HVI (1–5 scale). CB3 ZIPs span HVI 2–5 (3-step gap). Data dict: Heat_Vulnerability_Index_Ratings_Data_Dictionary.xlsx. DUPLICATE in Environment domain.,In library
Domain 5,311 heat / heating complaints,NYC OpenData 311 Service Requests (heat complaint type),Filter: complaint type = 'HEAT/HOT WATER' or 'HEATING'; CB3 ZIPs; 2024–2026,5.1 Heat vulnerability (sub-panel); also 6.x environment,Heating complaints as sub-panel to HVI map. DUPLICATE in Environment domain.,Acquire
Domain 5,DOHMH Indoor Environmental Complaints,"DOHMH_Indoor_Environmental_Complaints (OpenData, April 2026)","Borough=MANHATTAN, Community Board=3",5.2 Housing-related health; also 1.x housing quality,"3,469 CB3 records 2010–2026. ?? 311 reporting bias: East Village generates 48% of complaints despite similar actual infestation/conditions across NTAs. DUPLICATE in Housing domain.",In library
Domain 5,DOHMH CHP 2022 — Public Use Dataset,2022-chp-pud.xlsx,Survey-based health and housing condition rates by NTA/UHF,5.2 Housing-related health (narrative); 5.5 health summary,"67.3% of CB3 renters report ?1 health-related housing problem; 40.3% report cockroaches; 34.7% report mice/rats. Older vintage — use for narrative cross-validation only, not primary mapping.",In library
Domain 5,NYCHA Code Violations,Housing_Maintenance_Code_Violations_NYCHA_properties_20260420.csv,"Filter to CB3; 2,782 records",5.2 Housing-related health,Formal NYCHA code violation overlay. NYC city data.,In library
Domain 5,Pediatric asthma ED visits (DOHMH EH Portal),NYC_EH_Data_Portal_-_Asthma_emergency_department_visits__age_4_and_under___by_NTA__full_table_.csv,"NTA choropleth — ED visit rate per 10,000, ages 0–4",5.4 Pediatric asthma + provider locations,LES NTA: 423.6 per 10K; Chinatown–Two Bridges: ~140; East Village: ~80; adjacent SoHo: 49. ?? NTA geography only — not tract-level.,In library
Domain 5,HRSA Federally Qualified Health Centers,HealthCenters04292026.xlsx,Sheet2: lat/lon; filter to ZIPs 10002/10003/10009/10038,5.4 Asthma; 5.5 Fair/poor health; 5.5 Uninsured; New — 5.6 Diabetes; 3.1 Senior service overlay,18 sites by 9 organizations. Overlay on all health maps. DUPLICATE in Seniors domain.,In library
Domain 5,CB3 Mental Health Provider Directory,CB3mentalhealthsurveydirectory2023.pdf,21 location addresses across 16 organizations,5.5 Mental health & FQHC access; 3.1 Senior services,2023 vintage — flag recency. Geocode manually. DUPLICATE in Seniors domain.,In library
Domain 5,Life expectancy by tract,"CDC USALEEP (tract-level life expectancy)
NYU/Sue Kaplan dataset [pending MCB3 confirmation]",Life expectancy estimate by 2010 census tract; crosswalk to 2020 tracts,New — 5.7 Life expectancy,NEW acquisition needed. MCB3 to confirm whether the NYU/Sue Kaplan dataset is preferred or supplemental. CDC USALEEP is publicly available and recommended as default.,Acquire
Domain 5,EJ Areas 2024,EJ_Areas_1364276073866452550.csv,GEOID10 join; 2010?2020 tract crosswalk,5.1 Heat; 5.4 Asthma; EJ overlay across all health maps,22 of 31 CB3 tracts are 2024 EJ Areas. DUPLICATE in Geography and Environment domains.,In library
Domain 5,ACS age × language × English proficiency (senior LEP overlay),acs_5yr_2024_B16004.csv,65+ Asian/Pacific LEP: _062E + _063E,5.5 Mental health (senior LEP context); 3.3 Seniors; 8.2 Senior LEP,52.4% of CB3 seniors are LEP; 95% of Asian/Pacific-language seniors are LEP. DUPLICATE in Seniors and Language Access domains.,In library
,,,,,,
,,,,,,
DOMAIN 6 — ENVIRONMENTAL CONDITIONS,,,,,,
Domain,Analysis / Metric,Primary Data File(s),Key Field / Filter,Used in Analysis,Notes,Acquisition Status
Domain 6,Heat Vulnerability Index + EJ Areas overlay,"Heat_Vulnerability_Index_Rankings_20260420.csv
EJ_Areas_1364276073866452550.csv
2015_Street_Tree_Census__Tree_Data_20260511.csv","HVI by ZCTA; EJ: GEOID10 join (via 2010?2020 crosswalk); trees: status='Alive', color by health field",6.1 Heat vulnerability + tree canopy,Tree file pre-filtered to CB3. Strip commas from census tract field before joining. Alive tree count: <20/tract in eastern corridor to >300 in interior tracts. Data dict: Heat_Vulnerability_Index_Ratings_Data_Dictionary.xlsx.,In library
Domain 6,311 heating complaints,NYC OpenData 311 Service Requests,Filter: complaint type = 'HEAT/HOT WATER'; CB3 ZIPs; 2024–2026,6.1 Heat vulnerability (sub-panel),Sub-panel on HVI map. DUPLICATE from Health domain — same file.,In library
Domain 6,Hurricane evacuation zones + at-risk housing,"nyhez.shp (+ .dbf, .shx, .prj)
NYCHA_Facilities_and_Service_Centers_20260420.csv
FC_SHD_bbl_analysis_20250513.csv","HURRICANE_ field (zones 1–6, X, 7); CRS EPSG 2263; NYCHA: CB3 filter; Furman: at-risk units",6.2 Hurricane evacuation zones,Zone 1 = East River shoreline. Spatial join to tracts required. Shows how much affordable housing sits in higher-risk zones.,In library
Domain 6,Air quality — PM2.5 (NYC Community Air Survey),"NYC Community Air Survey (DEP/DOHMH, OpenData)",PM2.5 concentration; spatial join to CB3 tracts,New — 6.x Air quality + pollution sources,NEW acquisition needed. Hyperlocal block-level PM2.5 — most granular air quality data available in any U.S. city. Primary air quality metric. EJ Areas overlay applies.,Acquire
Domain 6,Pollution point sources — EPA TRI,"EPA Toxic Release Inventory (TRI, most recent annual release)",TRI-reporting facilities in CB3 area by address; geocode to point layer,New — 6.x Air quality + pollution sources,NEW acquisition needed. Supplement to PM2.5 map for point-source overlay.,Acquire
Domain 6,Pollution point sources — NYS DEC Air Permits,NYS DEC Air Permit database (current),Permitted stationary sources; address geocode to point,New — 6.x Air quality + pollution sources,NEW acquisition needed. Supplement to EPA TRI for permitted sources. Together these identify ConEd and other major facilities.,Acquire
Domain 6,Sanitation cleanliness ratings,"Scorecard_Ratings_20260420.csv
EJ_Areas_1364276073866452550.csv","Filter: Borough='Manhattan', Community Board=3; 12-month rolling mean by cleaning section",6.3 Sanitation equity,Data dict: OpenDataDictionary_Scorecard.xlsx.,In library
Domain 6,Rodent inspection (DOHMH RIP) — primary metric,"NYC DOHMH Rodent Inspection dataset (OpenData, RIP results)",Active infestation rate per inspected property; aggregate to tract,6.4 Rodent activity,NEW acquisition needed. Replaces 311 calls as primary rodent metric. DOHMH RIP data dictionary is staged; inspection dataset itself needs to be acquired.,Partial
Domain 6,311 rodent complaints — methodological callout only,311_Service_Requests_from_2020_to_Present_20260428_1.csv,"Pre-filtered to CB3; 4,459 records 2020–April 2026",6.4 Rodent activity (narrative callout only),Retained for the 311 vs. inspection divergence callout: East Village = ~48% of CB3 complaints despite similar actual infestation rates (CHP 2022). Do NOT use as primary metric.,In library
Domain 6,DOHMH Rat Mitigation Zone boundary,NYC DOHMH Rat Mitigation Zone designation,Boundary polygon for overlay,6.4 Rodent activity,CB3 is one of NYC's 4 Rat Mitigation Zones. Overlay on rodent map.,In library
Domain 6,EJ Areas 2024 overlay,EJ_Areas_1364276073866452550.csv,GEOID10 join (via 2010?2020 crosswalk),"6.1 heat, 6.3 sanitation, 6.4 rodents, 6.x air quality",Applied across all environment domain maps. DUPLICATE — same file as Geography base layer.,In library
,,,,,,
,,,,,,
DOMAIN 7 — PUBLIC SERVICES,,,,,,
Domain,Analysis / Metric,Primary Data File(s),Key Field / Filter,Used in Analysis,Notes,Acquisition Status
Domain 7,Parks facility inventory,"NYC Parks Facilities dataset (OpenData)
NYC Parks Properties (OpenData)","Facility type codes (PLAYGROUND, BBAL, TENNIS, PICKLEBALL, CHESS, etc.); park polygon for ¼-mile buffer",New — 7.1 Parks facility types + ¼-mile accessibility,NEW acquisition needed. Replaces event counts as primary parks metric. ¼-mile buffer from each park polygon ? % tract area within buffer.,Acquire
